English|Bangali|Arabic|Chinese|French|German|Hindi|Italian|Japanese|Spanish
pontificate|পোপ গিরি|قام بقداس حبري|教皇|pontificat|Pontifikat|प्रधान पादरी|pontificato|司教|pontificado
portentous|পূর্বলক্ষণমূলক|منذر|前兆的|de mauvais augure|unheilvoll|अमंगल|funesto|ポートレート|portentoso
precipitate|থিতান|ترسب|沉淀|précipité|Präzipitat|तलछट|precipitato|沈殿する|precipitado
precipitate|থিতান|ترسب|沉淀|précipité|Präzipitat|तलछट|precipitato|沈殿する|precipitado
presentiment|পূর্ব লক্ষণ|نذير شؤم|预感|pressentiment|Ahnung|पूर्वाभाव|presentimento|予感|presentimiento
primacy|প্রথম স্থান|أولية|首位|primauté|Primat|प्रधानता|primato|優位|primacía
probity|সাধুতা|نزاهة|廉洁|probité|Redlichkeit|ईमानदारी|probità|確信|probidad
prognostication|পূর্বলক্ষণ|التكهن|预测|pronostic|Prognose|पूर्व-सूचना|pronostico|予後|pronóstico
prolixity|বাগ্বাহুল্য|إطناب|罗嗦|prolixité|Weitläufigkeit|prolixity|prolissità|長寿|prolijidad
promulgate|প্রচার করা|نشر|颁布|promulguer|verkünden|घोषणा करना|promulgare|公布|promulgar
propitiate|প্রসন্ন করান|استعطف|和解|se concilier|besänftigen|संतुष्ट करना|propiziare|興奮させる|propiciar
prosaic|বেরসিক|ركيك|平淡|prosaïque|prosaisch|नीरस|prosaico|懐古的な|prosaico
proscribe|সমাজচু্যত করা|نفى|禁止|proscrire|verbieten|देश से निकालना|proscrivere|禁じる|proscribir
proselytize|ধর্মান্তরিত করা|إعتنق دين جديد|传教|faire du prosélytisme|bekehren|फुसलाना|fare proseliti|伝道|convertir
protean|আকৃতি পরিবর্তনের তত্পর|متلون|千变万化的|protéiforme|proteinisch|बहुरूपिया|mutevole|プロテアン|proteico
provident|মিতব্যয়ী|حكيم|公积金|prévoyant|Vorsorgen|चौकस|provvido|支出者|providente
puerile|বুড়া|صبياني|薄利多销|puéril|kindisch|बचकाना|puerile|哀れな|pueril
puissant|প্রভাবশালী|جبار|强力|puissant|mächtig|puissant|possente|刺青人|puissant
punctilious|শিষ্টচারসম্পন্ন|حريص على الشكليات|过份注意的|pointilleux|pedantisch|ज़रूरत से ज़्यादा परिशुद्ध|scrupoloso|厄介な|puntilloso
pyrrhic|প্রাচীন গ্রীক নৃত্যবিশেষ|سلاحية|得不偿失|pyrrhique|Pyrrhus|pyrrhic|pirrico|パイルヒック|pírrico
quail|ভয়ে পিছাইয়া পড়া|طائر السمان|鹌鹑|Caille|Wachtel|बटेर|Quaglia|ウズラ|codorniz
quisling|স্বদেশদ্রোহী|متعاون مع العدو|卖国贼|collaborateur|Quisling|ग़द्दार|collaborazionista|キスリング|traidor
quixotic|ভাববিলাসী|وهمي|不切实际|chimérique|quixotisch|विलक्षण|donchisciottesco|擬似的な|quijotesco
raconteur|গল্প-কথক|راوية|故事大王|raconteur|Erzähler|बयान करनेवाला|raconteur|レコンテル|narrador
raillery|গালিগালাজ|مزاح|玩笑|raillerie|Scherz|दिल्लगी|canzonatura|武器|burlas
rapprochement|পুনর্মিলন|تقارب|和睦|rapprochement|Annäherung|मेल-मिलाप|riconciliazione|和解|acercamiento
rarefied|তনু|مخلخل|稀薄|raréfié|verdünnt|rarefied|rarefatto|希少な|enrarecido
recapitulation|অনুচিন্তা|خلاصة|概括|récapitulation|Reprise|संक्षिप्त|ricapitolazione|反復|recapitulación
recrimination|প্রত্যভিযোগ|إتهام مضاد|对骂|récrimination|Vorwurf|अभियोग|recriminazione|忌避|recriminación
recrudesce|পুনরায় প্রকাশ দেত্তয়া|انتكس|复发|être en recrudescence|Wiederbelebung|प्रत्यावर्तन लगाना|recrudesce|募集|recrudecer
redoubtable|দুর্ধর্ষ|رهيب|厉害的|redoutable|furchtbar|बढाया हुआ|formidabile|懐疑的な|temible
remonstrate|তীব্র আপত্তি করা|احتج|表示异议|faire des remontrances|widerlegen|विरोध करना|protestare|思い起こさせる|protestar
reprisal|প্রত্যধিকার|انتقام|报复|représailles|Repressalie|प्रतिहिंसा|rappresaglia|報復|represalia
ribald|অশ্লীলভাষী|سفيه|下流|grivois|ribald|नीच|licenzioso|リブドル|obsceno
row|সারি|صف|行|rangée|Reihe|पंक्ति|riga|行|fila
sagacious|জ্ঞানী|فطن|明智|sagace|scharfsinnig|मेधावी|sagace|賢明な|sagaz
sangfroid|কামাবশায়িতা|الدم البارد|sangfroid|sang-froid|Gelassenheit|धीरता|sangue freddo|サングフロイド|sangre fría
sardonic|তিক্ত|تهكمي|讽刺|sardonique|sardonisch|तिरस्कारपूर्ण|sardonico|霊性|sardónico
sartorial|পোশাক-সংক্রান্ত|باسي|裁缝|vestimentaire|Schneiderei|कपड़ा सीने के विषय का|sartoriale|騎兵|de sastre
saturnine|বিষণ্ণ মেজাজসম্পন্ন|زحلي|阴沉的|saturnien|Saturnine|सीसे का|malinconico|ザーナイン|saturnino
schadenfreude|পরের দুর্দশায় আনন্দ|الشماتة|幸灾乐祸|Schadenfreude|Schadenfreude|schadenfreude|schadenfreude|Schadenfreude|schadenfreude
sedulous|পরিশ্রমী|مواظب|刻意|attentif|faul|परिश्रमी|assiduo|悲劇的な|diligente
self-effacing|আত্মবিলোপী|الأضواء الذاتي|谦虚|effacé|selbstausweichend|शर्मीला|modesto|自己消滅|modesto
semblance|আভাস|مظهر|外表|semblant|Anschein|दिखावा|parvenza|同義語|apariencia
sententious|সংক্ষিপ্ত অথচ অর্থপূর্ন|جامع مانع|简洁的|sentencieux|sittsam|उपदेशात्मक|sentenzioso|思慮深い|sentencioso
simulacrum|ধ্বজা|الزائفة|仿|simulacre|Simulakrum|बहाना|simulacro|鼓腸|simulacro
simulacrum|ধ্বজা|الزائفة|仿|simulacre|Simulakrum|बहाना|simulacro|鼓腸|simulacro
sinecure|কর্মভারহীন পদ|الوظيفة العاطلة|闲职|sinécure|Sinekure|ऐसा पद जिस में वेतन मिले परन्तु कुछ काम न करना पड़े|sinecura|罪悪感|sinecura
solecism|বাক্যগঠনপ্রণালীর নিয়মভঙ্গ|اللحن الخطأ النحوي|谬误|solécisme|Solecism|प्रमाद|solecismo|ソロシズム|solecismo
solicitous|একান্তভাবে কামনাকারী|مهموم|殷勤|soucieux|besorgt|चिंताशील|sollecito|熱心な|solícito
solicitude|উতরান|اهتمام|关怀|sollicitude|Sorge|सरपरस्ती|sollecitudine|懇願|solicitud
spartan|স্পার্টা লোক|إسبارطي|斯巴达|spartiate|spartanisch|परहेज़गार|spartano|スパルタン|espartano
splenetic|বিমর্ষ|عبوس|坏心眼的|atrabilaire|Milz|क्रोधी|splenico|脾臓の|esplénico
squelch|দমন করা|سحق|哗啦哗啦地|écraser|Rauschsperre|झंखाड़|schiacciare|スケルチ|aplastar
stalwart|অদম্য|قوي البنية|伟岸|vigoureux|unerschütterlich|निष्ठावान|coraggioso|忠実な|leal
stultify|বোকা বানান|سفه|自相矛盾|abrutir|verdummen|मूर्ख बनाना|neutralizzare|元気づける|poner en ridículo
subterfuge|এড়ানর কৌশল|حيلة|托词|subterfuge|Täuschung|छल|sotterfugio|サブターフ|subterfugio
supercilious|উন্নাসিক|متغطرس|高傲|dédaigneux|hochnäsig|घमंडी|altezzoso|過酷な|arrogante
surfeit|ধুম|تخمة|过量|excès|Überfluss|अतिरेक|eccesso|過食|exceso
surreptitious|গুপ্ত|خفي، سري|诡秘|subreptice|heimlich|छल से किया हुआ|surrettizio|秘密の|subrepticio
sybarite|ভোগবিলাসে মগ্ন|السيباريسي أحد أبناء سيباريس مدينة اغريقية|锡巴里斯|sybarite|Sybarit|विषयी|sibarita|シロバライト|sibarita
temerity|হঠকারিতা|تهور|卤莽|témérité|Kühnheit|उतावलापन|audacia|苛酷|temeridad
tempestuous|প্রচণ্ড|هائج|汹涌|orageux|stürmisch|तूफ़ानी|tempestoso|激しい|tempestuoso
tendentious|উদ্দেশ্যমূলক|مغرض|倾向性|tendancieux|tendenziös|विवादास्पद|tendenzioso|欲求不満な|tendencioso
transmute|অন্য মূর্তিতে পরিবর্তিত করা|نحول|嬗|transmuter|verwandeln|बदल देना|trasmutare|変身する|transmutar
trenchant|মর্মভেদী|باتر|鞭辟入里|tranchant|pointiert|कटु|tagliente|不屈の|incisivo
truculence|অতীব প্রচণ্ডতা|وحشية|好战|agressivité|Mutlosigkeit|निर्दयता|truculence|真実|agresividad
truculent|নিষ্ঠুর|مشاكس|忮|agressif|tollkühn|लड़ाकू|aggressivo|真実の|agresivo
turgid|রসস্ফীত|متورم|华而不实|turgide|schwül|सूजा हुआ|ampolloso|過酷な|turgente
turpitude|অসচ্চরিত্রতা|عمل شائن|沦丧|turpitude|Verkommenheit|अधमता|turpitudine|狼狽|depravación
tyro|Tyro|مبتدأ|初学者|novice|Anfänger|नौसिखिए|principiante|タイロ|principiante
umbrage|অপমানবোধ|استياء|树荫|ombrage|Anstoß|साया|offesa|迷惑|resentimiento
unassailable|অনাক্রম্য|مسالم|无懈可击|inattaquable|unangreifbar|अभेद्य|inattaccabile|不可能|inexpugnable
unflappable|উদ্বেগহীন|ثابت الجنان|临危不乱|imperturbable|unerschütterlich|स्थिर|imperturbabile|アンフラップ可能な|imperturbable
unforthcoming|unforthcoming|unforthcoming|unforthcoming|à venir|nicht kommend|unforthcoming|unforthcoming|未確定|inolvidable
unimpeachable|অনিন্দ্য|لا يرقى إليه الشك|无可指责|irréprochable|unantastbar|ज़ाहिर|irreprensibile|決心できない|intachable
unprepossessing|অনাকর্ষণীয়|أونبريبوسيسينج|其貌不扬|sans préjugés|unscheinbar|unprepossessing|poco attraente|未解決|poco atractivo
unpropitious|অকল্যাণকর|غير مواتي|unpropitious|non propice|ungünstig|unpropitious|unpropitious|不愉快な|no apropiado
unstinting|unstinting|غير المحدود|慷慨|incessant|unermüdlich|unstinting|unstinting|断る|unstint
untenable|অসমর্থনীয়|لا يمكن الدفاع عنها|站不住脚的|intenable|unhaltbar|अस्थिर, असमर्थनीय|insostenibile|断ることができない|insostenible
untoward|প্রতিকূল|صعب المراس|不良|fâcheux|ungünstig|अभागा|sconveniente|不都合な|adverso
untrammeled|অক্ষুণ্ণ|غير مقيد|奔放|sans entrave|ungehindert|बेरोक|untrammeled|切り刻まれていない|sin trabas
unviable|বযারতলন্যযাগ্|غير قابلة للحياة|不可行|non viable|nicht lebensfähig|अलाभकारी|impraticabile|生きることができない|inviable
vaunted|vaunted|أدعياء|自夸|vanté|gerühmt|vaunted|decantata|誇張した|aclamado
venial|মার্জনীয়|عرضي|可宽恕|véniel|venial|क्षम्य|veniale|胎盤|venial
verisimilitude|সত্য বলিয়া প্রতীয়মানতা|شىء محتمل|逼真|vraisemblance|Wahrheitsnähe|संभाव्यता|verosimiglianza|真実性|verosimilitud
veritable|যথার্থ|حقيقي|名副其实|véritable|veritable|सच्चा|vero|誠実な|verdadero
vicissitude|ভাগ্যপরিবর্তন|تقلب|变迁|vicissitudes|Wandel|अन्याय|vicenda|変態|vicisitud
vitriol|গন্ধক|نقد لاذع|矾|vitriol|Vitriol|व्यंग्य|vetriolo|ビトリオール|vitriolo
vitriolic|গন্ধকজ|اذعة|硫酸|vitriolique|giftig|कटु|vetriolo|硝酸塩|vitriólico
vituperate|গালাগালি করা|قدح|谩骂|vitupérer|giftig|तिरस्कार करना|vituperare|vituperate|vituperar
zeitgeist|যুগের ভাবধারা|روح العصر|时代精神|zeitgeist|Zeitgeist|युगचेतना|zeitgeist|精神障害者|Zeitgeist
